TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Location,Channel,CustomerOccupation,TransactionAmount_bin,AccountBalance_bin,Target
740.25,41.0,123.0,1.0,14464.3,Debit,Philadelphia,Online,Doctor,0,0,1
453.54,58.0,82.0,1.0,12046.3,Debit,Albuquerque,ATM,Doctor,2,0,2
300.47,73.0,100.0,1.0,7885.64,Debit,Jacksonville,Branch,Retired,1,2,0
110.93,19.0,201.0,1.0,1952.35,Credit,Virginia Beach,Branch,Student,1,1,1
201.69,59.0,299.0,1.0,7328.52,Debit,Las Vegas,ATM,Doctor,1,2,0
399.21,59.0,109.0,1.0,3210.39,Debit,Portland,ATM,Engineer,2,1,1
630.36,62.0,52.0,1.0,1363.65,Debit,Mesa,ATM,Retired,0,1,0
10.939999999999998,60.0,245.0,1.0,1241.9899999999998,Credit,Philadelphia,ATM,Engineer,1,1,1
215.9,38.0,235.0,1.0,7873.28,Debit,Los Angeles,ATM,Doctor,1,2,0
226.37,49.0,141.0,1.0,9840.04,,Louisville,Branch,Doctor,1,2,0
444.89,43.0,101.0,1.0,10328.23,Credit,Las Vegas,Branch,Doctor,2,0,0
280.57,25.0,24.0,1.0,293.2399999999998,Credit,Virginia Beach,Online,Student,1,1,1
488.54,52.0,132.0,1.0,7486.63,Debit,Jacksonville,Branch,Engineer,2,2,0
3.3000000000000114,50.0,131.0,1.0,11385.37,Credit,Los Angeles,Branch,Doctor,1,0,0
199.39,69.0,165.0,1.0,7264.79,,Colorado Springs,Branch,Retired,1,2,2
20.360000000000014,62.0,75.0,1.0,2762.48,Debit,Tucson,Branch,Retired,1,1,1
493.11,53.0,236.0,1.0,7432.99,Debit,Colorado Springs,Branch,Retired,2,2,2
307.41,19.0,13.999999999999986,1.0,1057.0000000000005,Debit,Los Angeles,ATM,Student,2,1,0
11.180000000000007,43.0,161.0,1.0,5956.89,Debit,Atlanta,Online,Doctor,1,2,2
313.82,59.0,151.0,1.0,7261.59,Debit,Tucson,Branch,Engineer,2,2,1
140.98,60.0,100.0,1.0,8127.48,Debit,Memphis,Branch,Engineer,1,2,0
288.04,68.0,63.0,1.0,1748.02,Debit,Denver,ATM,Retired,1,1,2
800.55,31.0,108.0,1.0,9660.22,Debit,Oklahoma City,ATM,Engineer,0,2,0
485.54,46.0,143.0,1.0,6371.51,Debit,Houston,ATM,Engineer,2,2,0
521.15,54.0,214.0,1.0,9442.47,Debit,Kansas City,ATM,Doctor,2,2,0
304.93,65.0,158.0,1.0,13531.22,Debit,Portland,ATM,Doctor,2,0,1
432.08,40.0,145.0,1.0,11500.62,,El Paso,ATM,Doctor,2,0,2
694.2,61.0,72.0,1.0,1389.37,Debit,Milwaukee,ATM,Retired,0,1,0
116.86000000000001,55.0,171.0,1.0,6706.56,Debit,Louisville,ATM,Engineer,1,2,0
74.88,25.0,202.0,1.0,420.6700000000001,Debit,Atlanta,ATM,Student,1,1,2
890.24,33.0,161.0,1.0,5140.93,Credit,Las Vegas,Online,Engineer,0,2,0
361.27,63.0,180.0,1.0,7945.57,Debit,Omaha,ATM,Doctor,2,2,0
131.56,44.0,42.0,1.0,5873.54,Debit,Charlotte,Branch,Doctor,1,2,2
485.51,76.0,37.0,1.0,3074.45,Credit,Milwaukee,Online,Retired,2,1,0
547.87,64.0,131.0,1.0,6155.76,Debit,Columbus,ATM,Retired,2,2,2
457.3,28.0,15.0,1.0,8318.29,Debit,Virginia Beach,Online,Engineer,2,2,1
506.24,58.0,64.0,1.0,230.09000000000015,Debit,Chicago,ATM,Engineer,2,1,2
486.59,57.0,119.0,1.0,2513.56,Debit,Indianapolis,Branch,Retired,2,1,0
163.68,41.0,292.0,1.0,10090.05,Debit,San Diego,Branch,Doctor,1,0,1
581.65,22.0,176.0,1.0,480.1899999999996,Debit,Boston,ATM,Student,2,1,2
52.01000000000002,48.0,85.0,1.0,1120.8799999999997,Debit,Mesa,ATM,Doctor,1,1,0
630.24,21.0,62.0,1.0,370.8100000000004,Debit,Boston,ATM,Student,0,1,2
523.74,43.0,159.0,1.0,13498.55,Debit,Oklahoma City,ATM,Doctor,2,0,0
217.5,46.0,35.0,1.0,3057.4,Credit,Denver,Branch,Engineer,1,1,2
91.48000000000002,51.0,141.0,1.0,14942.78,Debit,Fort Worth,ATM,Doctor,1,0,2
5.25,39.0,49.0,1.0,14143.32,Debit,San Jose,ATM,Doctor,1,0,1
54.03,56.0,161.0,1.0,6736.3,Credit,Milwaukee,ATM,Retired,1,2,0
736.73,48.0,10.0,1.0,3313.07,Debit,Memphis,Branch,Engineer,0,1,0
368.91,54.0,13.999999999999986,1.0,829.71,,Virginia Beach,Branch,Doctor,2,1,1
33.06,53.0,170.0,1.0,1540.87,Credit,Fort Worth,Online,Retired,1,1,2
66.5,32.0,144.0,1.0,6820.23,Credit,Louisville,Online,Engineer,1,2,0
177.08,35.0,85.0,1.0,13475.14,Debit,Las Vegas,,Doctor,1,0,0
588.54,32.0,130.0,1.0,714.4499999999998,Debit,Portland,Branch,Engineer,2,1,1
173.5,21.0,282.0,1.0,1306.9099999999999,Debit,Nashville,ATM,Student,1,1,0
78.32999999999998,56.0,189.0,1.0,7255.33,Credit,Memphis,Online,Engineer,1,2,0
40.65999999999997,59.0,156.0,1.0,1153.8400000000001,Debit,Louisville,Branch,Retired,1,1,0
97.22,77.0,55.0,1.0,6647.73,Credit,Atlanta,Branch,Retired,1,2,2
34.06999999999999,22.0,81.0,1.0,8709.77,Debit,Philadelphia,Branch,Student,1,2,1
492.06,23.0,74.0,1.0,857.8999999999996,Debit,Fresno,Online,Student,2,1,2
842.01,53.0,185.0,1.0,509.4499999999998,Credit,Virginia Beach,Online,Doctor,0,1,1
73.55000000000001,51.0,158.0,1.0,2812.06,Debit,Atlanta,ATM,Engineer,1,1,2
760.53,57.0,118.0,1.0,6179.91,Debit,Phoenix,Online,Engineer,0,2,1
371.69,67.0,143.0,1.0,3484.32,Debit,San Francisco,Branch,Retired,2,1,1
218.96,18.0,13.0,1.0,754.21,Debit,Seattle,ATM,Student,1,1,1
227.39,18.0,65.0,1.0,751.0900000000001,Debit,Atlanta,Online,Student,1,1,2
237.99,39.0,86.0,1.0,8510.09,Credit,Kansas City,Branch,Doctor,1,2,0
186.6,58.0,13.0,1.0,1508.7200000000003,Debit,,Online,Doctor,1,1,1
341.15,18.0,148.0,1.0,511.3699999999999,Debit,San Jose,Online,Student,2,1,1
434.58,59.0,215.0,1.0,12648.32,Debit,Memphis,ATM,Doctor,2,0,0
312.88,54.0,44.0,1.0,233.21000000000004,Credit,Portland,Branch,Engineer,2,1,1
75.15,23.0,154.0,1.0,1092.9199999999996,Debit,Boston,ATM,Student,1,1,2
23.30000000000001,59.0,161.0,1.0,6711.15,Debit,Los Angeles,ATM,Engineer,1,2,0
47.379999999999995,25.0,61.00000000000001,1.0,459.3699999999999,Credit,Seattle,Online,Student,1,1,1
512.81,79.0,30.0,1.0,6994.34,Debit,Sacramento,Branch,Retired,2,2,1
488.15,43.0,168.0,1.0,7071.09,Debit,Louisville,Branch,Engineer,2,2,0
12.819999999999993,44.0,156.0,1.0,9045.19,Debit,Fort Worth,ATM,Engineer,1,2,2
535.91,43.0,22.0,1.0,9642.12,Debit,Las Vegas,Online,Engineer,2,2,0
270.72,26.0,53.0,1.0,6263.96,Credit,Washington,Online,Engineer,1,2,1
97.98000000000002,72.0,18.0,1.0,7460.33,Debit,Denver,Branch,Retired,1,2,2
196.08,61.0,98.0,1.0,4233.82,Debit,San Francisco,Online,Retired,1,1,1
251.18,42.0,246.0,1.0,8303.9,Debit,San Jose,ATM,Engineer,1,2,1
44.52000000000001,28.0,205.0,1.0,314.27999999999975,Debit,El Paso,Online,Student,1,1,2
178.87,35.0,180.0,1.0,5241.23,Debit,Baltimore,Online,Doctor,1,2,2
386.68,46.0,128.0,1.0,6863.06,Debit,New York,Branch,Doctor,2,2,0
167.14,76.0,20.0,1.0,3877.73,Debit,Denver,Online,Retired,1,1,2
345.22,69.0,253.0,1.0,4046.58,Debit,Fresno,Branch,Retired,2,1,2
74.85,72.0,117.0,1.0,2409.73,Debit,Raleigh,ATM,Retired,1,1,1
671.73,58.0,54.0,1.0,5211.88,Debit,Washington,Branch,Engineer,0,2,1
255.04,45.0,152.0,1.0,6217.86,Debit,Seattle,ATM,Engineer,1,2,1
45.77000000000001,25.0,109.0,1.0,5978.12,Debit,Philadelphia,Online,Student,1,2,1
329.69,26.0,66.0,1.0,1671.6599999999999,Credit,San Antonio,Online,Student,2,1,1
11.920000000000016,53.0,52.0,1.0,14611.9,Debit,San Diego,,Doctor,1,0,1
47.420000000000016,64.0,27.999999999999986,1.0,8253.52,Debit,San Diego,ATM,Doctor,1,2,1
35.99000000000001,63.0,129.0,1.0,4489.79,Debit,Miami,Branch,Retired,1,1,0
151.19,37.0,96.0,1.0,11903.82,Credit,New York,Branch,Doctor,1,0,0
242.62,22.0,234.0,1.0,483.02000000000044,Credit,San Francisco,Online,Student,1,1,1
48.72,21.0,17.0,1.0,816.0799999999999,Debit,Virginia Beach,Branch,Student,1,1,1
43.46000000000001,25.0,80.0,1.0,578.0599999999995,Debit,Boston,ATM,Student,1,1,2
443.79,53.0,87.0,1.0,3133.85,Debit,Las Vegas,ATM,Retired,2,1,0
365.14,68.0,57.0,1.0,5894.09,Debit,Dallas,Online,Retired,2,2,2
757.41,22.0,37.0,1.0,9532.42,Debit,Los Angeles,ATM,Student,0,2,0
20.54000000000002,51.0,72.0,1.0,5327.03,Debit,Fort Worth,Branch,Engineer,1,2,2
475.36,34.0,105.0,1.0,2000.6,Debit,Phoenix,ATM,Engineer,2,1,1
34.74000000000001,56.0,24.0,1.0,6827.57,Debit,San Francisco,ATM,Retired,1,2,1
689.54,27.0,93.0,1.0,1633.7600000000002,Debit,Oklahoma City,Branch,Student,0,1,0
211.18,73.0,90.0,1.0,4069.17,Debit,Washington,ATM,Retired,1,1,1
211.36,51.0,286.0,1.0,7943.47,Credit,Fort Worth,Branch,Engineer,1,2,2
744.41,39.0,107.0,1.0,8842.47,Credit,Houston,Online,Engineer,0,2,0
61.43000000000001,24.0,170.0,1.0,1882.77,Debit,Phoenix,Online,Student,1,1,1
167.44,37.0,82.0,1.0,12526.71,Debit,Mesa,Branch,Doctor,1,0,0
361.46,21.0,83.0,1.0,4737.84,Debit,Nashville,Online,Student,2,1,0
378.85,78.0,126.0,1.0,2300.53,Debit,Virginia Beach,Branch,Retired,2,1,1
241.11,30.0,55.0,1.0,12385.05,Debit,Columbus,Branch,Doctor,1,0,2
131.93,31.0,13.0,1.0,4547.06,Credit,Fort Worth,Branch,Engineer,1,1,2
20.279999999999973,36.0,213.0,1.0,2047.83,Debit,Oklahoma City,Online,Engineer,1,1,0
415.88,70.0,170.0,1.0,10008.33,Debit,San Diego,Branch,Doctor,2,2,1
100.66,50.0,144.0,1.0,14473.33,Debit,Dallas,Branch,Doctor,1,0,2
485.54,19.0,148.0,1.0,1533.3199999999997,Debit,Louisville,Online,Student,2,1,0
321.15,46.0,179.0,1.0,7005.05,Debit,Los Angeles,Branch,Doctor,2,2,0
711.3,21.0,51.0,1.0,955.3999999999996,Debit,San Jose,Branch,Student,0,1,1
12.230000000000018,42.0,139.0,1.0,7844.88,Debit,Houston,ATM,Engineer,1,2,0
350.94,20.0,64.0,1.0,221.5600000000004,Debit,Colorado Springs,ATM,Student,2,1,2
301.85,54.0,25.0,1.0,6586.19,Debit,Columbus,Online,Engineer,2,2,2
29.339999999999975,65.0,30.0,1.0,3944.82,Debit,Louisville,Online,Retired,1,1,0
231.71,27.0,148.0,1.0,1127.9799999999996,Debit,Raleigh,Branch,Student,1,1,1
179.43,58.0,244.0,1.0,2626.63,Debit,Oklahoma City,ATM,Retired,1,1,0
36.70999999999998,48.0,55.0,1.0,6459.38,Debit,Jacksonville,Branch,Doctor,1,2,0
138.12,53.0,281.0,1.0,1649.69,Credit,Los Angeles,Branch,Doctor,1,1,0
233.24,33.0,72.0,1.0,6939.23,Debit,Louisville,ATM,Engineer,1,2,0
609.14,39.0,177.0,1.0,9033.87,Debit,Tucson,ATM,Engineer,0,2,1
436.64,31.0,111.0,1.0,14365.18,Debit,Los Angeles,Branch,Doctor,2,0,0
870.43,29.0,55.0,1.0,10115.18,Debit,Los Angeles,Branch,Doctor,0,0,0
354.4,74.0,128.0,1.0,7358.65,Debit,Chicago,ATM,Retired,2,2,2
22.629999999999995,53.0,112.0,1.0,4438.03,Debit,Kansas City,Online,Engineer,1,1,0
182.19,26.0,53.0,1.0,1176.0999999999995,Debit,Mesa,Branch,Student,1,1,0
126.81,26.0,290.0,1.0,5427.98,Debit,Philadelphia,Branch,Engineer,1,2,1
288.17,37.0,50.0,1.0,3653.11,Debit,Virginia Beach,Online,Engineer,1,1,1
118.76999999999998,55.0,123.0,1.0,2104.82,Debit,Atlanta,Branch,Engineer,1,1,2
651.82,21.0,166.0,1.0,1802.77,Debit,Indianapolis,ATM,Student,0,1,0
66.65,37.0,33.0,1.0,3559.96,Debit,Detroit,ATM,Engineer,1,1,2
98.53,69.0,166.0,1.0,3564.8,Debit,Denver,Branch,Retired,1,1,2
